timestamp,process,pid,cpu_pct,rss_mb
1787119026,conversation,1318,0.0,51.6
1787119026,conversation,13782,0.0,49.8
1787119026,freeswitch,26519,0.5,72.6
1787119026,kamailio,96972,0.0,17.2
1787119026,kamailio,96974,0.0,5.4
1787119026,kamailio,96975,0.0,4.9
1787119026,kamailio,96976,0.0,0.7
1787119026,kamailio,96977,0.0,0.3
1787119026,kamailio,96978,0.0,0.3
1787119026,kamailio,96979,0.0,0.8
1787119026,kamailio,96980,0.0,0.4
1787119026,gateway,97174,6.2,18.8
1787119028,conversation,1318,199.4,997.5
1787119028,conversation,13782,218.0,1034.0
1787119028,freeswitch,26519,5.8,32.8
1787119028,kamailio,96972,0.1,17.1
1787119028,kamailio,96974,0.0,5.3
1787119028,kamailio,96975,0.0,4.9
1787119028,kamailio,96976,0.0,0.7
1787119028,kamailio,96977,0.0,0.3
1787119028,kamailio,96978,0.0,0.3
1787119028,kamailio,96979,0.0,0.8
1787119028,kamailio,96980,0.0,0.4
1787119028,gateway,97174,9.6,35.3
1787119031,conversation,1318,194.7,1029.4
1787119031,conversation,13782,213.0,1053.0
1787119031,freeswitch,26519,9.3,36.5
1787119031,kamailio,96972,0.3,17.2
1787119031,kamailio,96974,0.0,5.3
1787119031,kamailio,96975,0.0,4.9
1787119031,kamailio,96976,0.0,0.7
1787119031,kamailio,96977,0.0,0.3
1787119031,kamailio,96978,0.0,0.3
1787119031,kamailio,96979,0.0,0.8
1787119031,kamailio,96980,0.0,0.4
1787119031,gateway,97174,17.1,49.5
1787119033,conversation,1318,235.7,1032.3
1787119033,conversation,13782,233.9,1060.9
1787119033,freeswitch,26519,14.7,39.8
1787119033,kamailio,96972,0.3,17.3
1787119033,kamailio,96974,0.0,5.3
1787119033,kamailio,96975,0.0,4.9
1787119033,kamailio,96976,0.0,0.7
1787119033,kamailio,96977,0.0,0.3
1787119033,kamailio,96978,0.0,0.3
1787119033,kamailio,96979,0.0,0.8
1787119033,kamailio,96980,0.0,0.4
1787119033,gateway,97174,28.7,60.2
1787119035,conversation,1318,219.3,1033.2
1787119035,conversation,13782,219.6,1062.0
1787119035,freeswitch,26519,17.1,43.1
1787119035,kamailio,96972,0.3,17.4
1787119035,kamailio,96974,0.0,5.3
1787119035,kamailio,96975,0.0,5.0
1787119035,kamailio,96976,0.0,0.7
1787119035,kamailio,96977,0.0,0.3
1787119035,kamailio,96978,0.0,0.3
1787119035,kamailio,96979,0.0,0.8
1787119035,kamailio,96980,0.0,0.4
1787119035,gateway,97174,32.7,71.7
1787119037,conversation,1318,204.6,1035.6
1787119037,conversation,13782,206.9,1063.5
1787119037,freeswitch,26519,20.4,46.2
1787119037,kamailio,96972,0.1,17.4
1787119037,kamailio,96974,0.0,5.3
1787119037,kamailio,96975,0.0,5.1
1787119037,kamailio,96976,0.0,0.7
1787119037,kamailio,96977,0.0,0.3
1787119037,kamailio,96978,0.0,0.3
1787119037,kamailio,96979,0.0,0.8
1787119037,kamailio,96980,0.0,0.4
1787119037,gateway,97174,36.2,82.8
1787119039,conversation,1318,224.0,1037.7
1787119039,conversation,13782,226.9,1067.5
1787119039,freeswitch,26519,19.9,49.6
1787119039,kamailio,96972,0.1,17.5
1787119039,kamailio,96974,0.0,5.3
1787119039,kamailio,96975,0.0,5.2
1787119039,kamailio,96976,0.0,0.7
1787119039,kamailio,96977,0.0,0.3
1787119039,kamailio,96978,0.0,0.3
1787119039,kamailio,96979,0.0,0.8
1787119039,kamailio,96980,0.0,0.4
1787119039,gateway,97174,47.3,97.0
1787119041,conversation,1318,201.7,1037.8
1787119041,conversation,13782,200.8,1069.0
1787119041,freeswitch,26519,22.5,52.8
1787119041,kamailio,96972,0.1,17.4
1787119041,kamailio,96974,0.0,5.3
1787119041,kamailio,96975,0.0,5.2
1787119041,kamailio,96976,0.0,0.7
1787119041,kamailio,96977,0.0,0.3
1787119041,kamailio,96978,0.0,0.3
1787119041,kamailio,96979,0.0,0.8
1787119041,kamailio,96980,0.0,0.4
1787119041,gateway,97174,51.7,108.4
1787119043,conversation,1318,176.7,1038.8
1787119043,conversation,13782,217.0,1069.3
1787119043,freeswitch,26519,28.0,56.0
1787119043,kamailio,96972,0.1,17.5
1787119043,kamailio,96974,0.0,5.3
1787119043,kamailio,96975,0.0,5.3
1787119043,kamailio,96976,0.0,0.7
1787119043,kamailio,96977,0.0,0.3
1787119043,kamailio,96978,0.0,0.3
1787119043,kamailio,96979,0.0,0.8
1787119043,kamailio,96980,0.0,0.4
1787119043,gateway,97174,57.9,120.3
1787119045,conversation,1318,210.2,1042.7
1787119045,conversation,13782,199.4,1069.0
1787119045,freeswitch,26519,27.3,57.2
1787119045,kamailio,96972,0.1,17.4
1787119045,kamailio,96974,0.0,4.8
1787119045,kamailio,96975,0.0,5.3
1787119045,kamailio,96976,0.0,0.6
1787119045,kamailio,96977,0.0,0.3
1787119045,kamailio,96978,0.0,0.3
1787119045,kamailio,96979,0.0,0.8
1787119045,kamailio,96980,0.0,0.4
1787119045,gateway,97174,63.6,121.8
1787119047,conversation,1318,209.5,1042.9
1787119047,conversation,13782,214.0,1070.9
1787119047,freeswitch,26519,34.6,60.3
1787119047,kamailio,96972,0.0,17.5
1787119047,kamailio,96974,0.0,4.8
1787119047,kamailio,96975,0.0,5.4
1787119047,kamailio,96976,0.0,0.6
1787119047,kamailio,96977,0.0,0.3
1787119047,kamailio,96978,0.0,0.3
1787119047,kamailio,96979,0.0,0.8
1787119047,kamailio,96980,0.0,0.4
1787119047,gateway,97174,74.5,134.5
1787119049,conversation,1318,185.9,1049.2
1787119049,conversation,13782,184.2,1078.8
1787119049,freeswitch,26519,44.8,61.8
1787119049,kamailio,96972,0.3,14.0
1787119049,kamailio,96974,0.0,3.3
1787119049,kamailio,96975,0.0,2.4
1787119049,kamailio,96976,0.0,0.7
1787119049,kamailio,96977,0.0,0.3
1787119049,kamailio,96978,0.0,0.3
1787119049,kamailio,96979,0.0,0.6
1787119049,kamailio,96980,0.0,0.4
1787119049,gateway,97174,77.8,137.6
1787119051,conversation,1318,160.2,1047.0
1787119051,conversation,13782,154.5,1071.5
1787119051,freeswitch,26519,46.2,61.8
1787119051,kamailio,96972,0.3,13.9
1787119051,kamailio,96974,0.0,3.3
1787119051,kamailio,96975,0.0,2.4
1787119051,kamailio,96976,0.0,0.7
1787119051,kamailio,96977,0.0,0.3
1787119051,kamailio,96978,0.0,0.3
1787119051,kamailio,96979,0.0,0.6
1787119051,kamailio,96980,0.0,0.4
1787119051,gateway,97174,88.1,146.2
1787119053,conversation,1318,170.2,1062.1
1787119053,conversation,13782,158.9,1079.1
1787119053,freeswitch,26519,48.1,63.5
1787119053,kamailio,96972,0.0,13.9
1787119053,kamailio,96974,0.0,3.3
1787119053,kamailio,96975,0.0,2.5
1787119053,kamailio,96976,0.0,0.7
1787119053,kamailio,96977,0.0,0.3
1787119053,kamailio,96978,0.0,0.3
1787119053,kamailio,96979,0.0,0.6
1787119053,kamailio,96980,0.0,0.4
1787119053,gateway,97174,99.0,154.7
1787119055,conversation,1318,199.9,1064.1
1787119055,conversation,13782,201.2,1081.1
1787119055,freeswitch,26519,42.3,64.4
1787119055,kamailio,96972,0.0,14.0
1787119055,kamailio,96974,0.0,3.8
1787119055,kamailio,96975,0.0,2.5
1787119055,kamailio,96976,0.0,0.7
1787119055,kamailio,96977,0.0,0.3
1787119055,kamailio,96978,0.0,0.3
1787119055,kamailio,96979,0.0,0.6
1787119055,kamailio,96980,0.0,0.4
1787119055,gateway,97174,95.3,154.9
1787119057,conversation,1318,216.0,1065.3
1787119057,conversation,13782,216.2,1082.5
1787119057,freeswitch,26519,42.3,64.7
1787119057,kamailio,96972,0.0,14.0
1787119057,kamailio,96974,0.0,3.8
1787119057,kamailio,96975,0.0,2.6
1787119057,kamailio,96976,0.0,0.7
1787119057,kamailio,96977,0.0,0.3
1787119057,kamailio,96978,0.0,0.3
1787119057,kamailio,96979,0.0,0.6
1787119057,kamailio,96980,0.0,0.4
1787119057,gateway,97174,97.5,155.1
1787119059,conversation,1318,172.2,1038.9
1787119059,conversation,13782,165.9,1074.2
1787119059,freeswitch,26519,42.3,67.1
1787119059,kamailio,96972,0.5,13.9
1787119059,kamailio,96974,0.0,3.8
1787119059,kamailio,96975,0.0,2.2
1787119059,kamailio,96976,0.0,0.7
1787119059,kamailio,96977,0.0,0.3
1787119059,kamailio,96978,0.0,0.3
1787119059,kamailio,96979,0.0,0.6
1787119059,kamailio,96980,0.0,0.4
1787119059,gateway,97174,91.8,158.3
1787119061,conversation,1318,210.8,1064.6
1787119061,conversation,13782,204.0,1084.0
1787119061,kamailio,96972,0.0,13.9
1787119061,kamailio,96974,0.0,3.8
1787119061,kamailio,96975,0.0,2.1
1787119061,kamailio,96976,0.0,0.7
1787119061,kamailio,96977,0.0,0.3
1787119061,kamailio,96978,0.0,0.3
1787119061,kamailio,96979,0.0,0.6
1787119061,kamailio,96980,0.0,0.4
1787119061,gateway,97174,19.7,156.8
1787119063,conversation,1318,1.4,1071.4
1787119063,conversation,13782,0.1,1083.7
1787119063,kamailio,96972,0.1,13.9
1787119063,kamailio,96974,0.0,3.7
1787119063,kamailio,96975,0.0,2.2
1787119063,kamailio,96976,0.0,0.6
1787119063,kamailio,96977,0.0,0.3
1787119063,kamailio,96978,0.0,0.3
1787119063,kamailio,96979,0.0,0.6
1787119063,kamailio,96980,0.0,0.4
1787119063,gateway,97174,3.6,151.9
1787119065,conversation,1318,0.0,1067.6
1787119065,conversation,13782,0.0,1078.0
1787119065,kamailio,96972,0.1,13.8
1787119065,kamailio,96974,0.0,3.7
1787119065,kamailio,96975,0.0,2.1
1787119065,kamailio,96976,0.0,0.6
1787119065,kamailio,96977,0.0,0.3
1787119065,kamailio,96978,0.0,0.3
1787119065,kamailio,96979,0.0,0.6
1787119065,kamailio,96980,0.0,0.4
1787119065,gateway,97174,3.2,149.2
1787119067,conversation,1318,0.0,1067.6
1787119067,conversation,13782,0.0,1078.0
1787119067,kamailio,96972,0.4,13.9
1787119067,kamailio,96974,0.0,3.7
1787119067,kamailio,96975,0.0,2.1
1787119067,kamailio,96976,0.0,0.6
1787119067,kamailio,96977,0.0,0.3
1787119067,kamailio,96978,0.0,0.3
1787119067,kamailio,96979,0.0,0.6
1787119067,kamailio,96980,0.0,0.4
1787119067,gateway,97174,7.2,149.2
1787119069,conversation,1318,0.0,1067.6
1787119069,conversation,13782,0.0,1078.0
1787119069,kamailio,96972,0.4,14.0
1787119069,kamailio,96974,0.0,3.7
1787119069,kamailio,96975,0.0,2.1
1787119069,kamailio,96976,0.0,0.7
1787119069,kamailio,96977,0.0,0.3
1787119069,kamailio,96978,0.0,0.3
1787119069,kamailio,96979,0.0,0.8
1787119069,kamailio,96980,0.0,0.4
1787119069,gateway,97174,6.7,149.2
1787119072,conversation,1318,0.0,1067.6
1787119072,conversation,13782,0.0,1077.9
1787119072,kamailio,96972,0.3,14.2
1787119072,kamailio,96974,0.0,3.7
1787119072,kamailio,96975,0.0,2.2
1787119072,kamailio,96976,0.0,0.7
1787119072,kamailio,96977,0.0,0.3
1787119072,kamailio,96978,0.0,0.3
1787119072,kamailio,96979,0.0,0.8
1787119072,kamailio,96980,0.0,0.4
1787119072,gateway,97174,6.4,149.2
1787119074,conversation,1318,0.0,1067.6
1787119074,conversation,13782,0.0,1042.4
1787119074,kamailio,96972,0.4,14.4
1787119074,kamailio,96974,0.0,3.7
1787119074,kamailio,96975,0.0,2.3
1787119074,kamailio,96976,0.0,0.7
1787119074,kamailio,96977,0.0,0.3
1787119074,kamailio,96978,0.0,0.3
1787119074,kamailio,96979,0.0,0.8
1787119074,kamailio,96980,0.0,0.4
1787119074,gateway,97174,5.7,148.8
1787119076,conversation,1318,0.0,1067.6
1787119076,conversation,13782,0.0,1022.5
1787119076,kamailio,96972,0.6,14.6
1787119076,kamailio,96974,0.0,3.9
1787119076,kamailio,96975,0.1,2.4
1787119076,kamailio,96976,0.0,0.7
1787119076,kamailio,96977,0.0,0.3
1787119076,kamailio,96978,0.0,0.3
1787119076,kamailio,96979,0.0,0.8
1787119076,kamailio,96980,0.0,0.4
1787119076,gateway,97174,6.7,148.8
1787119078,conversation,1318,0.0,1067.6
1787119078,conversation,13782,0.0,1022.5
1787119078,kamailio,96972,0.7,15.2
1787119078,kamailio,96974,0.0,3.9
1787119078,kamailio,96975,0.1,2.5
1787119078,kamailio,96976,0.0,0.7
1787119078,kamailio,96977,0.0,0.3
1787119078,kamailio,96978,0.0,0.3
1787119078,kamailio,96979,0.0,0.8
1787119078,kamailio,96980,0.0,0.4
1787119078,gateway,97174,6.9,148.8
1787119080,conversation,1318,0.0,1067.6
1787119080,conversation,13782,0.2,1022.5
1787119080,kamailio,96972,0.4,15.4
1787119080,kamailio,96974,0.0,3.9
1787119080,kamailio,96975,0.0,2.6
1787119080,kamailio,96976,0.0,0.7
1787119080,kamailio,96977,0.0,0.3
1787119080,kamailio,96978,0.0,0.3
1787119080,kamailio,96979,0.0,0.8
1787119080,kamailio,96980,0.0,0.4
1787119080,gateway,97174,6.4,148.8
1787119082,conversation,1318,0.0,1067.6
1787119082,conversation,13782,0.0,1022.5
1787119082,kamailio,96972,0.5,15.6
1787119082,kamailio,96974,0.0,3.9
1787119082,kamailio,96975,0.1,2.7
1787119082,kamailio,96976,0.0,0.7
1787119082,kamailio,96977,0.0,0.3
1787119082,kamailio,96978,0.0,0.3
1787119082,kamailio,96979,0.0,0.8
1787119082,kamailio,96980,0.0,0.4
1787119082,gateway,97174,6.4,148.8
1787119084,conversation,1318,0.0,1067.6
1787119084,conversation,13782,0.0,1022.5
1787119084,kamailio,96972,0.2,15.6
1787119084,kamailio,96974,0.0,3.9
1787119084,kamailio,96975,0.0,2.7
1787119084,kamailio,96976,0.0,0.7
1787119084,kamailio,96977,0.0,0.3
1787119084,kamailio,96978,0.0,0.3
1787119084,kamailio,96979,0.0,0.8
1787119084,kamailio,96980,0.0,0.4
1787119084,gateway,97174,6.6,148.8
1787119086,conversation,1318,0.0,1067.6
1787119086,conversation,13782,0.0,1022.5
1787119086,kamailio,96972,0.2,15.6
1787119086,kamailio,96974,0.0,3.9
1787119086,kamailio,96975,0.0,2.7
1787119086,kamailio,96976,0.0,0.7
1787119086,kamailio,96977,0.0,0.3
1787119086,kamailio,96978,0.0,0.3
1787119086,kamailio,96979,0.0,0.8
1787119086,kamailio,96980,0.0,0.4
1787119086,gateway,97174,6.4,148.8
1787119088,conversation,1318,0.1,1067.6
1787119088,conversation,13782,0.1,1022.5
1787119088,kamailio,96972,0.5,15.6
1787119088,kamailio,96974,0.0,3.9
1787119088,kamailio,96975,0.1,2.7
1787119088,kamailio,96976,0.0,0.7
1787119088,kamailio,96977,0.0,0.3
1787119088,kamailio,96978,0.0,0.3
1787119088,kamailio,96979,0.0,0.8
1787119088,kamailio,96980,0.0,0.4
1787119088,gateway,97174,6.8,148.8
1787119090,conversation,1318,0.0,1067.6
1787119090,conversation,13782,0.0,1022.5
1787119090,kamailio,96972,0.7,15.7
1787119090,kamailio,96974,0.0,3.9
1787119090,kamailio,96975,0.1,2.8
1787119090,kamailio,96976,0.0,0.7
1787119090,kamailio,96977,0.0,0.3
1787119090,kamailio,96978,0.0,0.3
1787119090,kamailio,96979,0.0,0.8
1787119090,kamailio,96980,0.0,0.4
1787119090,gateway,97174,6.8,148.8
1787119092,conversation,1318,0.0,1067.6
1787119092,conversation,13782,0.0,1022.5
1787119092,kamailio,96972,0.6,15.8
1787119092,kamailio,96974,0.0,4.1
1787119092,kamailio,96975,0.1,2.9
1787119092,kamailio,96976,0.0,0.7
1787119092,kamailio,96977,0.0,0.3
1787119092,kamailio,96978,0.0,0.3
1787119092,kamailio,96979,0.0,0.8
1787119092,kamailio,96980,0.0,0.4
1787119092,gateway,97174,6.0,148.8
1787119094,conversation,1318,0.0,1067.6
1787119094,conversation,13782,0.0,1022.5
1787119094,kamailio,96972,0.6,16.0
1787119094,kamailio,96974,0.0,4.2
1787119094,kamailio,96975,0.1,3.0
1787119094,kamailio,96976,0.0,0.7
1787119094,kamailio,96977,0.0,0.3
1787119094,kamailio,96978,0.0,0.3
1787119094,kamailio,96979,0.0,0.8
1787119094,kamailio,96980,0.0,0.4
1787119094,gateway,97174,6.4,148.8
1787119096,conversation,1318,0.0,1067.6
1787119096,conversation,13782,0.0,1022.5
1787119096,kamailio,96972,0.4,16.2
1787119096,kamailio,96974,0.0,4.3
1787119096,kamailio,96975,0.1,3.2
1787119096,kamailio,96976,0.0,0.7
1787119096,kamailio,96977,0.0,0.3
1787119096,kamailio,96978,0.0,0.3
1787119096,kamailio,96979,0.0,0.8
1787119096,kamailio,96980,0.0,0.4
1787119096,gateway,97174,6.4,148.8
1787119098,conversation,1318,0.0,1067.6
1787119098,conversation,13782,0.0,1022.5
1787119098,kamailio,96972,0.6,16.3
1787119098,kamailio,96974,0.0,4.3
1787119098,kamailio,96975,0.1,3.3
1787119098,kamailio,96976,0.0,0.7
1787119098,kamailio,96977,0.0,0.3
1787119098,kamailio,96978,0.0,0.3
1787119098,kamailio,96979,0.0,0.8
1787119098,kamailio,96980,0.0,0.4
1787119098,gateway,97174,6.4,148.8
1787119100,conversation,1318,0.0,1067.6
1787119100,conversation,13782,0.0,1022.5
1787119100,kamailio,96972,0.6,16.4
1787119100,kamailio,96974,0.0,4.4
1787119100,kamailio,96975,0.1,3.4
1787119100,kamailio,96976,0.0,0.7
1787119100,kamailio,96977,0.0,0.3
1787119100,kamailio,96978,0.0,0.3
1787119100,kamailio,96979,0.0,0.8
1787119100,kamailio,96980,0.0,0.4
1787119100,gateway,97174,5.2,148.8
1787119103,conversation,1318,0.0,1067.6
1787119103,conversation,13782,0.0,1022.5
1787119103,kamailio,96972,0.6,16.5
1787119103,kamailio,96974,0.0,4.5
1787119103,kamailio,96975,0.1,3.6
1787119103,kamailio,96976,0.0,0.7
1787119103,kamailio,96977,0.0,0.3
1787119103,kamailio,96978,0.0,0.3
1787119103,kamailio,96979,0.0,0.8
1787119103,kamailio,96980,0.0,0.4
1787119103,gateway,97174,6.4,148.8
1787119105,conversation,1318,0.1,1067.6
1787119105,conversation,13782,0.0,1022.5
1787119105,kamailio,96972,0.6,16.6
1787119105,kamailio,96974,0.0,4.5
1787119105,kamailio,96975,0.1,3.7
1787119105,kamailio,96976,0.0,0.7
1787119105,kamailio,96977,0.0,0.3
1787119105,kamailio,96978,0.0,0.3
1787119105,kamailio,96979,0.0,0.8
1787119105,kamailio,96980,0.0,0.4
1787119105,gateway,97174,6.4,148.8
1787119107,conversation,1318,0.0,1067.6
1787119107,conversation,13782,0.0,1022.5
1787119107,kamailio,96972,0.5,16.7
1787119107,kamailio,96974,0.0,4.6
1787119107,kamailio,96975,0.1,3.8
1787119107,kamailio,96976,0.0,0.7
1787119107,kamailio,96977,0.0,0.3
1787119107,kamailio,96978,0.0,0.3
1787119107,kamailio,96979,0.0,0.8
1787119107,kamailio,96980,0.0,0.4
1787119107,gateway,97174,6.4,148.8
1787119109,conversation,1318,0.0,1067.6
1787119109,conversation,13782,0.0,1022.5
1787119109,kamailio,96972,0.3,16.7
1787119109,kamailio,96974,0.0,4.7
1787119109,kamailio,96975,0.1,3.9
1787119109,kamailio,96976,0.0,0.7
1787119109,kamailio,96977,0.0,0.3
1787119109,kamailio,96978,0.0,0.3
1787119109,kamailio,96979,0.0,0.8
1787119109,kamailio,96980,0.0,0.4
1787119109,gateway,97174,6.4,148.8
1787119111,conversation,1318,0.0,1067.6
1787119111,conversation,13782,0.0,1022.5
1787119111,kamailio,96972,0.2,16.7
1787119111,kamailio,96974,0.0,4.8
1787119111,kamailio,96975,0.1,4.0
1787119111,kamailio,96976,0.0,0.7
1787119111,kamailio,96977,0.0,0.3
1787119111,kamailio,96978,0.0,0.3
1787119111,kamailio,96979,0.0,0.8
1787119111,kamailio,96980,0.0,0.4
1787119111,gateway,97174,5.2,148.8
1787119113,conversation,1318,0.3,1067.6
1787119113,conversation,13782,0.3,1022.5
1787119113,kamailio,96972,0.1,16.7
1787119113,kamailio,96974,0.0,4.9
1787119113,kamailio,96975,0.1,4.1
1787119113,kamailio,96976,0.0,0.7
1787119113,kamailio,96977,0.0,0.3
1787119113,kamailio,96978,0.0,0.3
1787119113,kamailio,96979,0.0,0.8
1787119113,kamailio,96980,0.0,0.4
1787119113,gateway,97174,6.0,148.8
1787119115,conversation,1318,0.0,1067.6
1787119115,conversation,13782,0.0,1022.5
1787119115,kamailio,96972,0.0,16.7
1787119115,kamailio,96974,0.0,4.9
1787119115,kamailio,96975,0.1,4.2
1787119115,kamailio,96976,0.0,0.7
1787119115,kamailio,96977,0.0,0.3
1787119115,kamailio,96978,0.0,0.3
1787119115,kamailio,96979,0.0,0.8
1787119115,kamailio,96980,0.0,0.4
1787119115,gateway,97174,6.4,148.8
1787119117,conversation,1318,0.0,1067.6
1787119117,conversation,13782,0.0,1022.5
1787119117,kamailio,96972,0.1,16.7
1787119117,kamailio,96974,0.0,4.9
1787119117,kamailio,96975,0.1,4.2
1787119117,kamailio,96976,0.0,0.7
1787119117,kamailio,96977,0.0,0.3
