timestamp,process,pid,cpu_pct,rss_mb
1787140030,conversation,1318,0.0,50.7
1787140030,conversation,13782,0.0,49.2
1787140030,freeswitch,27385,0.3,19.0
1787140030,gateway,33999,6.4,27.6
1787140030,kamailio,96972,0.0,13.3
1787140030,kamailio,96974,0.0,3.5
1787140030,kamailio,96975,0.0,1.4
1787140030,kamailio,96976,0.0,0.7
1787140030,kamailio,96977,0.0,0.3
1787140030,kamailio,96978,0.0,0.3
1787140030,kamailio,96979,0.0,0.8
1787140030,kamailio,96980,0.0,0.4
1787140032,conversation,1318,0.0,50.7
1787140032,conversation,13782,212.5,1014.8
1787140032,freeswitch,27385,1.6,20.3
1787140032,gateway,33999,3.9,35.5
1787140032,kamailio,96972,0.0,13.8
1787140032,kamailio,96974,0.0,3.6
1787140032,kamailio,96975,0.0,1.4
1787140032,kamailio,96976,0.0,0.7
1787140032,kamailio,96977,0.0,0.3
1787140032,kamailio,96978,0.0,0.3
1787140032,kamailio,96979,0.0,0.8
1787140032,kamailio,96980,0.0,0.4
1787140034,conversation,1318,0.0,50.7
1787140034,conversation,13782,0.0,1014.8
1787140034,freeswitch,27385,2.2,20.4
1787140034,gateway,33999,9.1,35.6
1787140034,kamailio,96972,0.0,13.8
1787140034,kamailio,96974,0.0,3.6
1787140034,kamailio,96975,0.0,1.4
1787140034,kamailio,96976,0.0,0.7
1787140034,kamailio,96977,0.0,0.3
1787140034,kamailio,96978,0.0,0.3
1787140034,kamailio,96979,0.0,0.8
1787140034,kamailio,96980,0.0,0.4
1787140036,conversation,1318,0.0,50.7
1787140036,conversation,13782,0.0,1014.8
1787140036,freeswitch,27385,2.2,20.4
1787140036,gateway,33999,3.6,35.6
1787140036,kamailio,96972,0.0,13.8
1787140036,kamailio,96974,0.0,3.6
1787140036,kamailio,96975,0.0,1.4
1787140036,kamailio,96976,0.0,0.7
1787140036,kamailio,96977,0.0,0.3
1787140036,kamailio,96978,0.0,0.3
1787140036,kamailio,96979,0.0,0.8
1787140036,kamailio,96980,0.0,0.4
1787140038,conversation,1318,0.0,50.7
1787140038,conversation,13782,0.6,1015.2
1787140038,freeswitch,27385,2.1,20.4
1787140038,gateway,33999,3.9,35.6
1787140038,kamailio,96972,0.0,13.8
1787140038,kamailio,96974,0.0,3.6
1787140038,kamailio,96975,0.0,1.4
1787140038,kamailio,96976,0.0,0.7
1787140038,kamailio,96977,0.0,0.3
1787140038,kamailio,96978,0.0,0.3
1787140038,kamailio,96979,0.0,0.8
1787140038,kamailio,96980,0.0,0.4
1787140041,conversation,1318,0.0,50.7
1787140041,conversation,13782,0.6,1015.2
1787140041,freeswitch,27385,2.3,20.4
1787140041,gateway,33999,5.1,35.6
1787140041,kamailio,96972,0.0,13.8
1787140041,kamailio,96974,0.0,3.6
1787140041,kamailio,96975,0.0,1.4
1787140041,kamailio,96976,0.0,0.7
1787140041,kamailio,96977,0.0,0.3
1787140041,kamailio,96978,0.0,0.3
1787140041,kamailio,96979,0.0,0.8
1787140041,kamailio,96980,0.0,0.4
1787140043,conversation,1318,0.0,50.7
1787140043,conversation,13782,0.8,1015.2
1787140043,freeswitch,27385,2.1,20.4
1787140043,gateway,33999,5.8,35.6
1787140043,kamailio,96972,0.0,13.8
1787140043,kamailio,96974,0.0,3.6
1787140043,kamailio,96975,0.0,1.4
1787140043,kamailio,96976,0.0,0.7
1787140043,kamailio,96977,0.0,0.3
1787140043,kamailio,96978,0.0,0.3
1787140043,kamailio,96979,0.0,0.8
1787140043,kamailio,96980,0.0,0.4
1787140045,conversation,1318,0.0,50.7
1787140045,conversation,13782,0.5,1015.2
1787140045,freeswitch,27385,2.5,20.4
1787140045,gateway,33999,4.5,35.6
1787140045,kamailio,96972,0.0,13.8
1787140045,kamailio,96974,0.0,3.6
1787140045,kamailio,96975,0.0,1.4
1787140045,kamailio,96976,0.0,0.7
1787140045,kamailio,96977,0.0,0.3
1787140045,kamailio,96978,0.0,0.3
1787140045,kamailio,96979,0.0,0.8
1787140045,kamailio,96980,0.0,0.4
1787140047,conversation,1318,0.0,50.7
1787140047,conversation,13782,0.3,1015.2
1787140047,freeswitch,27385,2.0,20.4
1787140047,gateway,33999,3.8,35.6
1787140047,kamailio,96972,0.0,13.8
1787140047,kamailio,96974,0.0,3.6
1787140047,kamailio,96975,0.0,1.4
1787140047,kamailio,96976,0.0,0.7
1787140047,kamailio,96977,0.0,0.3
1787140047,kamailio,96978,0.0,0.3
1787140047,kamailio,96979,0.0,0.8
1787140047,kamailio,96980,0.0,0.4
1787140049,conversation,1318,0.0,50.2
1787140049,conversation,13782,201.1,1133.1
1787140049,freeswitch,27385,1.6,19.0
1787140049,gateway,33999,4.4,35.6
1787140049,kamailio,96972,0.0,13.5
1787140049,kamailio,96974,0.0,3.5
