timestamp,process,pid,cpu_pct,rss_mb
1787138310,conversation,1318,0.0,32.6
1787138310,conversation,13782,0.0,52.0
1787138310,freeswitch,27385,0.1,19.0
1787138310,gateway,33999,6.3,18.4
1787138310,kamailio,96972,0.0,13.2
1787138310,kamailio,96974,0.0,3.6
1787138310,kamailio,96975,0.0,1.4
1787138310,kamailio,96976,0.0,0.7
1787138310,kamailio,96977,0.0,0.3
1787138310,kamailio,96978,0.0,0.3
1787138310,kamailio,96979,0.0,0.8
1787138310,kamailio,96980,0.0,0.4
1787138312,conversation,1318,206.3,1001.8
1787138312,conversation,13782,0.0,52.0
1787138312,freeswitch,27385,1.6,20.4
1787138312,gateway,33999,4.6,39.7
1787138312,kamailio,96972,0.0,13.9
1787138312,kamailio,96974,0.0,3.6
1787138312,kamailio,96975,0.0,1.4
1787138312,kamailio,96976,0.0,0.7
1787138312,kamailio,96977,0.0,0.3
1787138312,kamailio,96978,0.0,0.3
1787138312,kamailio,96979,0.0,0.8
1787138312,kamailio,96980,0.0,0.4
1787138314,conversation,1318,0.0,1001.8
1787138314,conversation,13782,0.0,52.0
1787138314,freeswitch,27385,2.1,20.4
1787138314,gateway,33999,9.7,39.7
1787138314,kamailio,96972,0.0,13.9
1787138314,kamailio,96974,0.0,3.6
1787138314,kamailio,96975,0.0,1.4
1787138314,kamailio,96976,0.0,0.7
1787138314,kamailio,96977,0.0,0.3
1787138314,kamailio,96978,0.0,0.3
1787138314,kamailio,96979,0.0,0.8
1787138314,kamailio,96980,0.0,0.4
1787138316,conversation,1318,0.0,1001.8
1787138316,conversation,13782,0.0,52.0
1787138316,freeswitch,27385,2.0,20.4
1787138316,gateway,33999,10.2,39.7
1787138316,kamailio,96972,0.0,13.9
1787138316,kamailio,96974,0.0,3.6
1787138316,kamailio,96975,0.0,1.5
1787138316,kamailio,96976,0.0,0.7
1787138316,kamailio,96977,0.0,0.3
1787138316,kamailio,96978,0.0,0.3
1787138316,kamailio,96979,0.0,0.8
1787138316,kamailio,96980,0.0,0.4
1787138318,conversation,1318,0.0,1001.8
1787138318,conversation,13782,0.0,52.0
1787138318,freeswitch,27385,1.8,20.4
1787138318,gateway,33999,9.5,39.7
1787138318,kamailio,96972,0.0,13.9
1787138318,kamailio,96974,0.0,3.6
1787138318,kamailio,96975,0.0,1.5
1787138318,kamailio,96976,0.0,0.7
1787138318,kamailio,96977,0.0,0.3
1787138318,kamailio,96978,0.0,0.3
1787138318,kamailio,96979,0.0,0.8
1787138318,kamailio,96980,0.0,0.4
1787138320,conversation,1318,0.0,1001.8
1787138320,conversation,13782,0.0,52.0
1787138320,freeswitch,27385,1.9,20.4
1787138320,gateway,33999,9.9,39.7
1787138320,kamailio,96972,0.0,13.9
1787138320,kamailio,96974,0.0,3.6
1787138320,kamailio,96975,0.0,1.5
1787138320,kamailio,96976,0.0,0.7
1787138320,kamailio,96977,0.0,0.3
1787138320,kamailio,96978,0.0,0.3
1787138320,kamailio,96979,0.0,0.8
1787138320,kamailio,96980,0.0,0.4
1787138322,conversation,1318,0.0,1001.8
1787138322,conversation,13782,0.0,52.0
1787138322,freeswitch,27385,1.8,20.4
1787138322,gateway,33999,9.8,39.7
1787138322,kamailio,96972,0.0,13.9
1787138322,kamailio,96974,0.0,3.6
1787138322,kamailio,96975,0.0,1.5
1787138322,kamailio,96976,0.0,0.7
1787138322,kamailio,96977,0.0,0.3
1787138322,kamailio,96978,0.0,0.3
1787138322,kamailio,96979,0.0,0.8
1787138322,kamailio,96980,0.0,0.4
1787138325,conversation,1318,0.0,1001.8
1787138325,conversation,13782,0.0,52.0
1787138325,freeswitch,27385,2.6,20.5
1787138325,gateway,33999,9.6,39.7
1787138325,kamailio,96972,0.0,13.9
1787138325,kamailio,96974,0.0,3.6
1787138325,kamailio,96975,0.0,1.5
1787138325,kamailio,96976,0.0,0.7
1787138325,kamailio,96977,0.0,0.3
1787138325,kamailio,96978,0.0,0.3
1787138325,kamailio,96979,0.0,0.8
1787138325,kamailio,96980,0.0,0.4
1787138327,conversation,1318,0.0,1001.8
1787138327,conversation,13782,0.0,52.0
1787138327,freeswitch,27385,4.0,20.5
1787138327,gateway,33999,7.5,39.7
1787138327,kamailio,96972,0.0,13.9
1787138327,kamailio,96974,0.0,3.6
1787138327,kamailio,96975,0.0,1.5
1787138327,kamailio,96976,0.0,0.7
1787138327,kamailio,96977,0.0,0.3
1787138327,kamailio,96978,0.0,0.3
1787138327,kamailio,96979,0.0,0.8
1787138327,kamailio,96980,0.0,0.4
1787138329,conversation,1318,0.0,1001.8
1787138329,conversation,13782,0.0,52.0
1787138329,freeswitch,27385,1.8,20.5
1787138329,gateway,33999,9.8,39.7
1787138329,kamailio,96972,0.0,13.9
1787138329,kamailio,96974,0.0,3.6
